# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on simon with PID=50282 by user piantado at Wed Dec  4 19:55:27 2019
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 75de067d9790c8abe3432331157b2715  /proc/50282/exe
# 	 --input=data/c2-031.txt
# 	 --threads=2
# 	 --chains=4
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=1m (60 seconds)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# using data 60285 -> 285
# using data 242484 -> 2484
# using data 2 -> 
# using data 9309490666 -> 09490
# using data 18784344 -> 78434
# using data 19882378 -> 88237
# using data 76497 -> 497
# using data 778 -> 8
# using data 484928642 -> 49286
# using data 55 -> 
# using data 40270343 -> 27034
# using data  -> 
# using data 80084 -> 084
# using data 047594293 -> 75942
# using data 9315887 -> 15887
# using data 15 -> 
# using data 805357503 -> 53575
# using data 07705 -> 705
# using data 224277327 -> 42773
# using data 6474 -> 74
# using data 24 -> 
# using data 85170 -> 170
# using data 1 -> 
# using data 02736898 -> 73689
# using data 824532 -> 4532
# using data 19073091 -> 07309
# using data 7056 -> 56
# using data 802 -> 2
# using data 3748784 -> 48784
# using data 327354 -> 7354
# using data 75340111 -> 34011
# using data 762 -> 2
# using data 23566734 -> 56673
# using data 545111 -> 5111
# using data 529 -> 9
# using data 1969814 -> 69814
# using data 11233970 -> 23397
# using data 321537055 -> 15370
# using data 0298 -> 98
# using data 7400128786 -> 00128
# using data 18148895 -> 14889
# using data 654292 -> 4292
# using data 38513153 -> 51315
# using data 9472 -> 72
# using data 9509325063 -> 09325
# using data 30 -> 
# using data 71 -> 
# using data 6 -> 
# using data 40 -> 
# using data 674863126 -> 48631
i_run	i_N	concept	input	output	correct.output	correct	hypothesis
7	10	"data/c2-031.txt"	"60285"	"285"	"285"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	11	"data/c2-031.txt"	"02736898"	""	"73689"	0	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	12	"data/c2-031.txt"	"23566734"	""	"56673"	0	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	13	"data/c2-031.txt"	"802"	"2"	"2"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	14	"data/c2-031.txt"	"76497"	"497"	"497"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	15	"data/c2-031.txt"	"778"	"8"	"8"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	16	"data/c2-031.txt"	"76497"	"497"	"497"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	17	"data/c2-031.txt"	"18148895"	""	"14889"	0	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	18	"data/c2-031.txt"	"802"	"2"	"2"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
7	19	"data/c2-031.txt"	"778"	"8"	"8"	1	"λx.if((2>head(tail(tail(tail(tail(tail(x))))))),tail(tail(x)),Ø)"
8	0	"data/c2-031.txt"	"242484"	"242484"	"2484"	0	"λx.x"
8	1	"data/c2-031.txt"	"38513153"	"513153"	"51315"	0	"λx.tail(tail(x))"
8	2	"data/c2-031.txt"	"19882378"	"882378"	"88237"	0	"λx.tail(tail(if((3>head(x)),x,Ø)))"
8	3	"data/c2-031.txt"	"9309490666"	"0949066"	"09490"	0	"λx.pair(head(tail(tail(x))),F(tail(if((x==x),if((head(F(tail(tail(x))))>9),Ø,x),x))))"
8	4	"data/c2-031.txt"	"38513153"	"51315"	"51315"	1	"λx.pair(head(tail(tail(x))),F(if((head(tail(x))>(head(tail(tail(x)))-head(x))),tail(x),Ø)))"
8	5	"data/c2-031.txt"	"40"	"NN"	""	0	"λx.tail(pair(head(x),pair(head(tail(tail(x))),F(tail(if((4>((((head(x)+5)-(4-head(x)))-head(tail(x)))+head(x))),x,Ø))))))"
8	6	"data/c2-031.txt"	"2"	""	""	1	"λx.if((F(x)==F(x)),tail(tail(x)),pair(head(tail(tail(x))),Ø))"
8	7	"data/c2-031.txt"	"76497"	"4"	"497"	0	"λx.if((F(x)==F(x)),tail(tail(x)),pair(head(tail(tail(x))),Ø))"
8	8	"data/c2-031.txt"	"38513153"	"5"	"51315"	0	"λx.if((F(x)==F(x)),tail(tail(x)),pair(head(tail(tail(x))),Ø))"
8	9	"data/c2-031.txt"	"9309490666"	""	"09490"	0	"λx.tail(tail(if((head(tail(x))>(2+head(x))),Ø,x)))"
8	10	"data/c2-031.txt"	"805357503"	"5"	"53575"	0	"λx.if((F(x)==F(x)),tail(tail(x)),pair(head(tail(tail(x))),Ø))"
8	11	"data/c2-031.txt"	"654292"	"4"	"4292"	0	"λx.if((F(x)==F(x)),tail(tail(x)),pair(head(tail(tail(x))),Ø))"
8	12	"data/c2-031.txt"	"6474"	"74"	"74"	1	"λx.tail(tail(if((head(tail(x))>(2+head(x))),Ø,x)))"
8	13	"data/c2-031.txt"	"9315887"	""	"15887"	0	"λx.tail(tail(if((head(tail(x))>(2+head(x))),Ø,x)))"
8	14	"data/c2-031.txt"	"02736898"	"736898"	"73689"	0	"λx.tail(tail(if((head(tail(x))>(2+head(x))),Ø,x)))"
8	15	"data/c2-031.txt"	"484928642"	"4928642"	"49286"	0	"λx.tail(tail(if(((head(tail(x))-4)>head(x)),Ø,x)))"
8	16	"data/c2-031.txt"	"71"	""	""	1	"λx.tail(if((7>(3+head(tail(x)))),Ø,tail(x)))"
8	17	"data/c2-031.txt"	"19073091"	""	"07309"	0	"λx.tail(if((7>(3+head(tail(x)))),Ø,tail(x)))"
8	18	"data/c2-031.txt"	"85170"	"170"	"170"	1	"λx.tail(if((7>(3+head(tail(x)))),Ø,tail(x)))"
8	19	"data/c2-031.txt"	"71"	""	""	1	"λx.tail(if((7>(3+head(tail(x)))),Ø,tail(x)))"
9	0	"data/c2-031.txt"	""	""	""	1	"λx.x"
9	1	"data/c2-031.txt"	"76497"	"76497"	"497"	0	"λx.x"
9	2	"data/c2-031.txt"	"484928642"	"4928642"	"49286"	0	"λx.tail(tail(x))"
9	3	"data/c2-031.txt"	"02736898"	"49"	"73689"	0	"λx.if((Ø==x),x,pair(4,pair(9,Ø)))"
9	4	"data/c2-031.txt"	"242484"	""	"2484"	0	"λx.tail(tail(if((6>head(x)),Ø,x)))"
9	5	"data/c2-031.txt"	"23566734"	"566734"	"56673"	0	"λx.tail(if(((head(tail(x))-3)>head(x)),Ø,tail(x)))"
9	6	"data/c2-031.txt"	"9509325063"	"09325063"	"09325"	0	"λx.tail(if(((6-head(tail(x)))>head(x)),Ø,tail(x)))"
9	7	"data/c2-031.txt"	"327354"	""	"7354"	0	"λx.tail(if(((8-head(x))>(2+head(tail(x)))),Ø,tail(x)))"
9	8	"data/c2-031.txt"	"545111"	""	"5111"	0	"λx.if((((1+head(tail(tail(if((head(x)>5),x,tail(x))))))-3)>head(x)),Ø,tail(tail(x)))"
9	9	"data/c2-031.txt"	"19073091"	""	"07309"	0	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	10	"data/c2-031.txt"	"1"	""	""	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	11	"data/c2-031.txt"	"7056"	"56"	"56"	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	12	"data/c2-031.txt"	"60285"	"285"	"285"	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	13	"data/c2-031.txt"	"40270343"	""	"27034"	0	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	14	"data/c2-031.txt"	"18148895"	""	"14889"	0	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	15	"data/c2-031.txt"	"654292"	"4292"	"4292"	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	16	"data/c2-031.txt"	"824532"	"4532"	"4532"	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	17	"data/c2-031.txt"	"0298"	""	"98"	0	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	18	"data/c2-031.txt"	"545111"	"5111"	"5111"	1	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
9	19	"data/c2-031.txt"	"224277327"	"4277327"	"42773"	0	"λx.if((((4+head(tail(tail(if((head(x)>4),x,tail(x))))))-head(x))>6),Ø,tail(tail(x)))"
# Global sample count:	794654714
# Elapsed time:	12043.3 seconds 
# Samples per second:	65983
# VM ops per second:	1.66445e+07
